s_m,x_m,y_m,z_m,yaw_rad,curvature_1pm
247.48573416846594,-71.9640884399414,27.984081268310547,0.0,0.0027785214782865796,0.0
248.48573802989833,-70.9640884399414,27.986860275268555,0.0,0.0027785214782865796,0.0
249.48573426196563,-69.96409606933594,27.989639282226562,0.0,0.0027785214782865796,0.0
250.48573812339802,-68.96409606933594,27.99241828918457,0.0,0.0027785214782865796,0.0
251.4857343501666,-67.96410369873047,27.995195388793945,0.0,0.0027785214782865796,0.0
252.485738211599,-66.96410369873047,27.997974395751953,0.0,0.0027785214782865796,0.0
253.4857344436663,-65.964111328125,28.00075340270996,0.0,0.0027785214782865796,0.0
254.4857383050987,-64.964111328125,28.00353240966797,0.0,0.0027785214782865796,0.0
255.48574216123237,-63.964111328125,28.006309509277344,0.0,0.0027785214782865796,0.0
256.4857422079822,-62.964115142822266,28.00908851623535,0.0,0.0027785214782865796,0.0
257.48574225473203,-61.96411895751953,28.01186752319336,0.0,0.0027785214782865796,0.0
258.4857423014819,-60.9641227722168,28.014646530151367,0.0,0.0027785214782865796,0.0
259.485742342933,-59.96412658691406,28.017423629760742,0.0,0.0027785214782865796,0.0
260.48574238968285,-58.96413040161133,28.02020263671875,0.0,0.0027785214782865796,0.0
261.4857424364327,-57.964134216308594,28.022981643676758,0.0,0.0027785214782865796,0.0
262.48574248318255,-56.96413803100586,28.025760650634766,0.0,0.0027785214782865796,0.0
263.4857425246337,-55.964141845703125,28.02853775024414,0.0,0.0027785214782865796,0.0
264.4857425713835,-54.96414566040039,28.03131675720215,0.0,0.0027785214782865796,0.0
265.4857426181334,-53.964149475097656,28.034095764160156,0.0,0.0027785214782865796,0.0
266.4857426648832,-52.96415328979492,28.036874771118164,0.0,0.0027785214782865796,0.0
267.48574270633435,-51.96415710449219,28.03965187072754,0.0,0.0027785214782865796,0.0
268.4857427530842,-50.96416091918945,28.042430877685547,0.0,0.0027785214782865796,0.0
269.4857389851515,-49.964168548583984,28.045209884643555,0.0,0.0027785214782865796,0.0
270.4857428465839,-48.964168548583984,28.047988891601562,0.0,0.0027785214782865796,0.0
271.4857390733525,-47.964176177978516,28.050765991210938,0.0,0.0027785214782865796,0.0
272.48574293478487,-46.964176177978516,28.053544998168945,0.0,0.0027785214782865796,0.0
273.48573916685217,-45.96418380737305,28.056324005126953,0.0,0.0027785214782865796,0.0
274.48574302828456,-44.96418380737305,28.05910301208496,0.0,0.0027785214782865796,0.0
275.48573925505315,-43.96419143676758,28.061880111694336,0.0,0.0027785214782865796,0.0
276.48574311648554,-42.96419143676758,28.064659118652344,0.0,0.0027785214782865796,0.0
277.48573934855284,-41.96419906616211,28.06743812561035,0.0,0.0027785214782865796,0.0
278.48574320998523,-40.96419906616211,28.07021713256836,0.0,0.0027785214782865796,0.0
279.4857394367538,-39.96420669555664,28.072994232177734,0.0,0.0027785214782865796,0.0
280.4857432981862,-38.96420669555664,28.075773239135742,0.0,0.0027785214782865796,0.0
281.4857395302535,-37.96421432495117,28.07855224609375,0.0,0.0027785214782865796,0.0
282.4857433916859,-36.96421432495117,28.081331253051758,0.0,0.0027785214782865796,0.0
283.4857396184545,-35.9642219543457,28.084108352661133,0.0,0.0027785214782865796,0.0
284.4857434798869,-34.9642219543457,28.08688735961914,0.0,0.0027785214782865796,0.0
285.4857435266367,-33.96422576904297,28.08966636657715,0.0,0.0027785214782865796,0.0
286.48574356808786,-32.964229583740234,28.092443466186523,0.0,0.0027785214782865796,0.0
287.48574170749646,-31.964235305786133,28.09522247314453,0.0,0.0027785214782865796,0.0
288.4857417542463,-30.9642391204834,28.09800148010254,0.0,0.0027785214782865796,0.0
289.48574180099615,-29.964242935180664,28.100780487060547,0.0,0.0027785214782865796,0.0
290.48573802776474,-28.964250564575195,28.103557586669922,0.0,0.0027785214782865796,0.0
291.48573998185583,-27.964252471923828,28.10633659362793,0.0,0.0027785214782865796,0.0
292.48574002330696,-26.964256286621094,28.109113693237305,0.0,0.0027785214782865796,0.0
293.4857400700568,-25.96426010131836,28.111892700195312,0.0,0.0027785214782865796,0.0
294.48574011680665,-24.964263916015625,28.11467170715332,0.0,0.0027785214782865796,0.0
295.4857401635565,-23.96426773071289,28.117450714111328,0.0,0.0027785214782865796,0.0
296.48574020500763,-22.964271545410156,28.120227813720703,0.0,0.0027785214782865796,0.0
297.4857402517575,-21.964275360107422,28.12300682067871,0.0,0.0027785214782865796,0.0
298.4857402985073,-20.964279174804688,28.12578582763672,0.0,0.0027785214782865796,0.0
299.48574034525717,-19.964282989501953,28.128564834594727,0.0,0.0027785214782865796,0.0
300.4857403867083,-18.96428680419922,28.1313419342041,0.0,0.0027785214782865796,0.0
301.48574043345815,-17.964290618896484,28.13412094116211,0.0,0.0027785214782865796,0.0
302.485740480208,-16.96429443359375,28.136899948120117,0.0,0.0027785214782865796,0.0
303.48574052695784,-15.964298248291016,28.139678955078125,0.0,0.0027785214782865796,0.0
304.48574056840897,-14.964302062988281,28.1424560546875,0.0,0.0027785214782865796,0.0
305.4857406151588,-13.964305877685547,28.145235061645508,0.0,0.0027785214782865796,0.0
306.48574066190866,-12.964309692382812,28.148014068603516,0.0,0.0027785214782865796,0.0
307.4857407086585,-11.964313507080078,28.150793075561523,0.0,0.0027785214782865796,0.0
308.48574075010964,-10.964317321777344,28.1535701751709,0.0,0.0027785214782865796,0.0
309.4857407968595,-9.96432113647461,28.156349182128906,0.0,0.0027785214782865796,0.0
310.48574084360934,-8.964324951171875,28.159128189086914,0.0,0.0027785214782865796,0.0
311.4857408903592,-7.964328765869141,28.161907196044922,0.0,0.0027785214782865796,0.0
312.4857409318103,-6.964332580566406,28.164684295654297,0.0,0.0027785214782865796,0.0
313.48574097856016,-5.964336395263672,28.167463302612305,0.0,0.0027785214782865796,0.0
